time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,
2012-04-20T03:43:17.320Z,32.477,46.949,10,4.2,mb,60,72.8,,1.3,us,usp000jj92,2014-11-07T01:47:34.503Z,"24 km E of â€˜Al? al Gharb?, Iraq",earthquake,,,,19,reviewed,us,us,
2012-04-20T03:31:41.290Z,32.374,46.853,10,4.4,mb,53,60.2,,1.39,us,usp000jj90,2014-11-07T01:47:34.493Z,"18 km ESE of â€˜Al? al Gharb?, Iraq",earthquake,,,,21,reviewed,us,us,
2012-04-20T03:07:26.340Z,32.549,47.056,10,4.7,mb,37,121.3,,0.81,us,usp000jj8z,2014-11-07T01:47:34.490Z,"25 km SW of Dehlor?n, Iran",earthquake,,,,17,reviewed,us,us,
2012-04-20T03:05:41.780Z,32.453,46.99,10,5,mb,165,49.5,,1.15,us,usp000jj8y,2014-11-07T01:47:34.478Z,"28 km E of â€˜Al? al Gharb?, Iraq",earthquake,,,,71,reviewed,us,us,
2012-04-20T01:48:39.580Z,32.422,46.962,10,4.1,mb,56,58.4,,1.26,us,usp000jj8t,2014-11-07T01:47:34.465Z,"26 km E of â€˜Al? al Gharb?, Iraq",earthquake,,,,14,reviewed,us,us,
2012-04-20T01:21:07.540Z,32.511,47.023,10,5.1,mb,202,49,,1.18,us,usp000jj8r,2015-03-24T01:28:36.236Z,"30 km SW of Dehlor?n, Iran",earthquake,,,,88,reviewed,us,us,
2012-04-19T07:42:51.760Z,32.39,46.954,10,4.6,mb,78,60.1,,1.19,us,usp000jj7v,2014-11-07T01:47:34.285Z,"26 km ESE of â€˜Al? al Gharb?, Iraq",earthquake,,,,35,reviewed,us,us,
2012-04-18T20:04:06.750Z,32.43,47.091,10,4.4,mb,41,72.3,,1.19,us,usp000jj70,2014-11-07T01:47:34.112Z,"33 km SSW of Dehlor?n, Iran",earthquake,,,,5,reviewed,us,us,
2012-04-18T18:42:57.960Z,32.506,47.004,10,5.1,mb,203,38.1,,1.09,us,usp000jj6u,2014-11-07T01:47:34.072Z,"30 km E of â€˜Al? al Gharb?, Iraq",earthquake,,,,110,reviewed,us,us,
2012-03-25T12:28:54.440Z,32.456,46.957,36.9,4.6,mb,119,58.2,,0.84,us,usp000jgrx,2014-11-07T01:47:18.976Z,"25 km E of â€˜Al? al Gharb?, Iraq",earthquake,,3.4,,39,reviewed,us,us,
2012-03-24T05:25:38.220Z,32.554,46.978,37.8,4.9,mb,179,49.1,,0.99,us,usp000jgq2,2020-09-21T18:01:53.050Z,"29 km ENE of â€˜Al? al Gharb?, Iraq",earthquake,,3.3,,77,reviewed,us,us,
2012-03-10T21:41:07.900Z,32.589,46.932,10,4.4,mb,64,57.5,,,us,usp000jg2d,2014-11-07T01:47:13.516Z,"26 km ENE of â€˜Al? al Gharb?, Iraq",earthquake,,,,17,reviewed,teh,us,
2012-03-08T18:21:38.500Z,32.874,46.957,18,5.1,mb,191,51.9,,,us,usp000jfyn,2014-11-07T01:47:12.731Z,"35 km NW of Dehlor?n, Iran",earthquake,,,,109,reviewed,thr,us,
2012-03-07T16:57:16.300Z,32.567,47.01,28,4.4,mb,76,57.8,,,us,usp000jfww,2014-11-07T01:47:12.396Z,"28 km WSW of Dehlor?n, Iran",earthquake,,,,23,reviewed,teh,us,
2012-03-05T06:50:37.940Z,35.042,44.095,32.1,4.6,mb,100,64.3,,1.36,us,usp000jftc,2020-09-21T17:59:22.075Z,"51 km WNW of ??z Kh?rm?t?, Iraq",earthquake,,12.6,,18,reviewed,us,us,
2012-02-29T05:10:43.000Z,32.457,46.93,5,4.9,mb,196,49.6,,,us,usp000jfjz,2014-11-07T01:47:05.789Z,"22 km E of â€˜Al? al Gharb?, Iraq",earthquake,,,,60,reviewed,teh,us,
2012-02-28T23:18:53.800Z,32.503,46.913,22.3,4.5,mb,115,57.9,,,us,usp000jfjj,2015-03-24T02:36:10.194Z,"21 km ENE of â€˜Al? al Gharb?, Iraq",earthquake,,,,41,reviewed,teh,us,
2011-12-25T05:35:35.170Z,32.453,47.785,33.4,4.4,mb,56,60.1,,0.87,us,usp000jcmb,2014-11-07T01:46:37.231Z,"51 km WNW of Sh?sh, Iran",earthquake,,,,15,reviewed,us,us,
2011-12-06T15:46:27.880Z,37.244,43.713,13.6,4.5,mb,53,37.7,,,us,usp000jbw9,2014-11-07T01:46:31.549Z,"8 km E of Ã‡ukurca, Turkey",earthquake,,,,5,reviewed,isk,us,
2011-11-29T07:58:15.900Z,34.76,45.23,16.2,4.3,mb,58,63.9,,,us,usp000jbk7,2014-11-07T01:46:25.748Z,"25 km ENE of Kifr?, Iraq",earthquake,,,,20,reviewed,thr,us,
2011-11-02T11:43:04.460Z,37.134,43.82,10,4.6,mb,75,40,,1.24,us,usp000ja86,2014-11-07T01:46:16.464Z,"22 km SE of Ã‡ukurca, Turkey",earthquake,,,,33,reviewed,us,us,
2011-10-27T08:04:22.420Z,37.256,43.86,10,5.1,mwc,177,52.3,,0.91,us,usp000j9z9,2015-03-24T01:22:07.360Z,"21 km E of Ã‡ukurca, Turkey",earthquake,,,,,reviewed,us,gcmt,
2011-09-02T02:30:28.500Z,33.235,47.578,28.5,4.3,mb,80,116.4,,,us,usp000j7cx,2014-11-07T01:45:48.151Z,"21 km ENE of Darreh Shahr, Iran",earthquake,,,,15,reviewed,teh,us,
2011-05-29T11:02:05.540Z,37.414,42.575,11.2,4.5,mb,100,88.6,,,us,usp000j2dm,2014-11-07T01:44:56.190Z,"8 km SSE of Balveren, Turkey",earthquake,,,,32,reviewed,isk,us,
2011-05-27T12:31:06.900Z,37.013,45.068,5,4.1,mb,28,62.9,,,us,usp000j29j,2014-11-07T01:44:55.474Z,"4 km SW of Oshnav?yeh, Iran",earthquake,,,,3,reviewed,teh,us,
2011-04-08T04:27:44.800Z,34.457,45.462,24.5,4.1,mb,49,49.1,,,us,usp000hzgx,2014-11-07T01:44:30.286Z,"36 km W of Sarpol-e Z?ah?b, Iran",earthquake,,,,10,reviewed,teh,us,
2011-04-07T05:16:13.000Z,34.44,45.49,5,4.1,mblg,23,68.8,,,us,usp000hzef,2014-11-07T01:44:29.741Z,"34 km W of Sarpol-e Z?ah?b, Iran",earthquake,,,,,reviewed,teh,teh,
2011-04-07T04:47:36.400Z,34.36,45.57,17.8,4.6,mb,53,49.6,,,us,usp000hzed,2020-04-16T16:43:27.297Z,"29 km WSW of Sarpol-e Z?ah?b, Iran",earthquake,,,,14,reviewed,thr,us,
2011-04-06T19:17:17.500Z,34.311,45.525,5,4.1,mb,50,68.7,,,us,usp000hzdm,2014-11-07T01:44:29.249Z,"35 km WSW of Sarpol-e Z?ah?b, Iran",earthquake,,,,10,reviewed,teh,us,
2011-02-07T02:38:27.400Z,31.07,47.56,23.1,4.3,mblg,41,68.5,,,us,usp000hu6c,2014-11-07T01:43:37.885Z,"57 km NNW of Al H?rithah, Iraq",earthquake,,,,,reviewed,thr,teh,
2011-01-02T13:14:21.420Z,36.657,43.277,38.3,4.2,mb,13,139.5,,1.32,us,usp000hsf5,2014-11-07T01:43:20.106Z,"23 km NE of Tallkayf, Iraq",earthquake,,17.9,,7,reviewed,us,us,
2010-08-08T17:35:17.010Z,36.848,45.082,10,4.3,mblg,42,45,,1.3,us,usp000hhse,2014-11-07T01:42:12.244Z,"17 km NNW of Piranshahr, Iran",earthquake,,,,,reviewed,us,teh,
2010-07-18T11:46:16.800Z,33.77,48.05,15,4.2,mb,39,51.5,,,us,usp000hfjp,2014-11-07T01:41:54.342Z,"22 km WSW of Aleshtar, Iran",earthquake,,,,6,reviewed,thr,us,
2010-03-01T23:26:29.000Z,32.224,47.944,9.4,4.2,ml,61,95.8,,,us,usp000h8f3,2014-11-07T01:40:52.945Z,"28 km W of Sh?sh, Iran",earthquake,,,,,reviewed,teh,thr,
2010-02-23T19:31:48.000Z,32.49,48.3,3,4.1,mb,56,70.6,,,us,usp000h7mf,2014-11-07T01:40:44.597Z,"22 km NW of Shahrak-e K?l?r?, Iran",earthquake,,,,10,reviewed,teh,us,
2010-02-23T10:25:56.850Z,32.508,48.29,35,5.2,mwc,180,47.6,,1.02,us,usp000h7m1,2016-11-10T02:24:31.862Z,"24 km NW of Shahrak-e K?l?r?, Iran",earthquake,,,,,reviewed,us,gcmt,
2010-02-23T07:28:02.700Z,32.544,48.373,23.3,4.9,mwc,88,50.5,,,us,usp000h7kq,2016-11-10T02:24:31.305Z,"23 km NNW of Shahrak-e K?l?r?, Iran",earthquake,,,,,reviewed,thr,gcmt,
2010-02-11T16:29:40.680Z,33.356,47.267,12.7,4.6,mb,112,67,,0.84,us,usp000h76f,2014-11-07T01:40:41.776Z,"25 km NNW of Darreh Shahr, Iran",earthquake,,4.5,,35,reviewed,us,us,
2010-01-18T03:13:44.450Z,32.446,47.091,42.6,4.4,mb,83,82.3,,0.93,us,usp000h698,2014-11-07T01:40:29.914Z,"32 km SSW of Dehlor?n, Iran",earthquake,,4.3,,16,reviewed,us,us,
2010-01-17T09:34:21.900Z,32.361,48.328,39.4,4.4,mb,98,68.4,,,us,usp000h681,2014-11-07T01:40:29.630Z,"13 km W of Shahrak-e K?l?r?, Iran",earthquake,,,,19,reviewed,thr,us,
2010-01-16T21:26:20.500Z,32.456,48.284,18,4.4,mb,78,70.9,,,us,usp000h67b,2014-11-07T01:40:29.469Z,"20 km WNW of Shahrak-e K?l?r?, Iran",earthquake,,,,7,reviewed,teh,us,
2010-01-16T20:23:37.000Z,32.45,48.3,5,5,mb,173,58.7,,,us,usp000h678,2020-09-21T16:29:38.683Z,"19 km NW of Shahrak-e K?l?r?, Iran",earthquake,,,,76,reviewed,teh,us,
2009-10-13T00:54:28.000Z,34.88,46.85,13,4.8,mwc,191,41.9,,,us,usp000h2u3,2016-11-10T02:18:47.660Z,"12 km NW of K?my?r?n, Iran",earthquake,,,,,reviewed,teh,gcmt,
2009-09-01T21:30:24.100Z,33.071,46.21,6,4.4,mb,49,80.3,,,us,usp000h14j,2014-11-07T01:39:38.190Z,"7 km SE of Mehr?n, Iran",earthquake,,,,7,reviewed,teh,us,
2009-08-30T14:04:36.300Z,33.181,46.419,15,4.8,mb,97,78.2,,0.78,us,usp000h11y,2020-04-16T16:59:04.810Z,"24 km ENE of Mehr?n, Iran",earthquake,,4.6,,40,reviewed,us,us,
2009-07-18T20:32:29.990Z,35.888,43.353,25.8,5.1,mwc,178,44.6,,0.8,us,usp000gze0,2017-04-26T18:09:21.655Z,"42 km S of Al-Hamdaniya, Iraq",earthquake,,8.7,,,reviewed,us,gcmt,
2009-06-25T17:08:41.200Z,33.069,46.315,2.8,4.3,mb,42,66.1,,,us,usp000gykp,2014-11-07T01:39:11.679Z,"15 km ESE of Mehr?n, Iran",earthquake,,,,7,reviewed,teh,us,
2009-06-25T15:04:54.100Z,33.116,46.376,8.3,4.5,mb,74,58.9,,,us,usp000gykh,2020-04-16T17:00:06.626Z,"19 km E of Mehr?n, Iran",earthquake,,,,20,reviewed,teh,us,
2009-05-27T00:10:50.000Z,33.958,48.536,0.9,4.3,mb,32,80.3,,,us,usp000gxjm,2014-11-07T01:39:01.307Z,"11 km SE of pamas, Iran",earthquake,,,,5,reviewed,teh,us,
2009-05-26T23:52:47.100Z,34.005,48.52,5,4.9,mb,112,48.3,,,us,usp000gxjh,2014-11-07T01:39:01.284Z,"6 km SE of pamas, Iran",earthquake,,,,35,reviewed,teh,us,
2009-04-07T17:32:50.190Z,32.593,47.765,10,4.7,mb,89,135.4,,0.92,us,usp000gvvu,2014-11-07T01:38:44.955Z,"47 km ESE of Dehlor?n, Iran",earthquake,,,,28,reviewed,us,us,
2009-01-30T07:31:42.280Z,32.225,47.371,10,4,mb,46,138,,1.06,us,usp000gt8w,2014-11-07T01:38:16.271Z,"48 km NNE of Al â€˜Am?rah, Iraq",earthquake,,,,5,reviewed,us,us,
2008-12-11T07:19:27.900Z,32.219,47.39,7.8,3.7,mblg,29,141.8,,,us,usp000gqch,2014-11-07T01:37:57.213Z,"48 km NNE of Al â€˜Am?rah, Iraq",earthquake,,,,,reviewed,teh,teh,
2008-12-01T10:18:40.100Z,35.299,46.544,27.6,5,mb,76,89.4,,,us,usp000gpr9,2014-11-07T01:37:51.204Z,"33 km NNE of P?veh, Iran",earthquake,,,,32,reviewed,teh,us,
2008-11-23T06:59:51.200Z,33.312,47.951,7,3.6,mblg,19,106.8,,,us,usp000gp8p,2014-11-07T01:37:46.902Z,"21 km SSW of Vas??n, Iran",earthquake,,,,,reviewed,teh,teh,
2008-11-22T17:50:46.000Z,32.19,47.37,3,4.2,mblg,41,138.3,,,us,usp000gp7j,2014-11-07T01:37:46.735Z,"44 km NNE of Al â€˜Am?rah, Iraq",earthquake,,,,,reviewed,teh,teh,
2008-11-10T14:26:37.900Z,32.332,47.36,31.7,3.5,ml,11,156.3,,1.45,us,usp000gnd2,2014-11-07T01:37:43.189Z,"41 km SSE of Dehlor?n, Iran",earthquake,,33.6,,,reviewed,us,thr,
2008-10-26T05:20:26.000Z,32.29,47.35,16,4.3,mb,30,158.3,,,us,usp000gm1x,2014-11-07T01:37:32.560Z,"45 km S of Dehlor?n, Iran",earthquake,,,,10,reviewed,teh,us,
2008-10-23T12:00:21.600Z,32.846,46.875,4.4,3.7,mblg,8,203.2,,,us,usp000gkve,2014-11-07T01:37:31.790Z,"40 km WNW of Dehlor?n, Iran",earthquake,,,,,reviewed,teh,teh,
2008-10-18T23:50:06.100Z,32.16,47.22,38.2,3.9,mb,22,164.5,,,us,usp000gkhy,2014-11-07T01:37:30.283Z,"36 km N of Al â€˜Am?rah, Iraq",earthquake,,,,3,reviewed,thr,us,
2008-10-06T02:21:46.000Z,31.46,47.47,36,3.7,mblg,17,176.5,,,us,usp000gjfz,2014-11-07T01:37:24.384Z,"51 km SE of Al â€˜Am?rah, Iraq",earthquake,,,,,reviewed,teh,teh,
2008-10-01T21:07:47.600Z,32.415,47.828,25.1,3.5,mblg,41,161.4,,,us,usp000gj3k,2014-11-07T01:37:20.906Z,"46 km WNW of Sh?sh, Iran",earthquake,,,,,reviewed,teh,teh,
2008-09-20T12:35:13.000Z,33.48,45.86,4,4.5,mb,50,98.3,,,us,usp000ghdu,2020-04-16T17:05:09.904Z,"41 km SE of Mandal?, Iraq",earthquake,,,,8,reviewed,teh,us,
2008-09-20T04:45:06.900Z,32.724,47.349,30,3.3,mblg,20,167.5,,,us,usp000ghd5,2014-11-07T01:37:13.642Z,"8 km ENE of Dehlor?n, Iran",earthquake,,,,,reviewed,teh,teh,
2008-09-09T21:31:28.000Z,32.377,47.274,9.2,3.6,mblg,41,162.9,,,us,usp000ggr7,2014-11-07T01:37:09.811Z,"35 km S of Dehlor?n, Iran",earthquake,,,,,reviewed,teh,teh,
2008-09-08T17:50:16.200Z,32.25,47.26,14,3.7,ml,22,76.3,,,us,usp000ggnx,2014-11-07T01:37:09.332Z,"47 km NNE of Al â€˜Am?rah, Iraq",earthquake,,,,,reviewed,thr,thr,
2008-09-07T04:43:10.700Z,32.4,47.42,15,3.7,mblg,20,172.6,,,us,usp000ggjy,2014-11-07T01:37:08.582Z,"35 km SSE of Dehlor?n, Iran",earthquake,,,,,reviewed,thr,teh,
2008-09-06T23:53:33.400Z,32.405,47.348,19.4,4.5,mb,106,133.7,,,us,usp000ggjn,2020-04-16T17:05:37.269Z,Iran-Iraq border region,earthquake,,,,32,reviewed,teh,us,
2008-09-04T08:42:44.630Z,32.326,47.21,10,3.3,ml,18,157.4,,0.86,us,usp000ggct,2014-11-07T01:37:07.574Z,"41 km S of Dehlor?n, Iran",earthquake,,,,,reviewed,us,thr,
2008-09-03T23:14:45.500Z,32.41,47.36,15,3.4,mblg,30,172.3,,,us,usp000ggbt,2014-11-07T01:37:07.485Z,"32 km SSE of Dehlor?n, Iran",earthquake,,,,,reviewed,teh,teh,
2008-09-03T22:43:13.000Z,32.3,47.2,8,5.1,mwc,372,58.6,,,us,usp000ggbq,2020-04-16T17:05:40.605Z,"44 km S of Dehlor?n, Iran",earthquake,,,,,reviewed,teh,gcmt,
2008-08-27T23:04:15.500Z,32.443,47.366,15.5,3.5,mblg,40,135.9,,,us,usp000gfrk,2014-11-07T01:37:00.329Z,"29 km SSE of Dehlor?n, Iran",earthquake,,,,,reviewed,teh,teh,
2008-08-27T21:52:38.110Z,32.308,47.35,10,5.8,mwc,449,35.6,,1.16,us,usp000gfre,2020-09-21T15:44:13.207Z,"43 km S of Dehlor?n, Iran",earthquake,,,,,reviewed,us,gcmt,
2008-08-16T08:52:10.300Z,35.295,46.445,10,3.7,ml,16,195.5,,1.49,us,usp000get3,2014-11-07T01:36:55.058Z,"29 km NNE of P?veh, Iran",earthquake,,,,,reviewed,us,thr,
2008-07-13T01:53:35.000Z,33.53,47.49,5,4,mb,65,52.1,,,us,usp000gc0z,2014-11-07T01:36:37.300Z,western Iran,earthquake,,,,7,reviewed,teh,us,
2008-07-12T22:19:19.000Z,33.39,47.26,1,4.6,mb,139,67.5,,,us,usp000gc0e,2014-11-07T01:36:37.256Z,"29 km NNW of Darreh Shahr, Iran",earthquake,,,,58,reviewed,teh,us,
2008-06-25T09:56:20.300Z,33.7,48.57,14.1,4.6,mb,46,81.6,,,us,usp000gahe,2014-11-07T01:36:25.980Z,"27 km SW of Bor?jerd, Iran",earthquake,,,,6,reviewed,thr,us,
2008-06-03T09:21:51.170Z,32.36,48.602,10,4.8,mb,136,66.9,,1.07,us,usp000g8fj,2014-11-07T01:36:13.983Z,"12 km E of Shahrak-e K?l?r?, Iran",earthquake,,,,42,reviewed,us,us,
2008-05-11T23:19:59.160Z,37.205,43.35,10,4,mb,48,133.3,,0.96,us,usp000g64j,2014-11-07T01:35:56.482Z,"14 km SW of GÃ¼nde?, Turkey",earthquake,,,,9,reviewed,us,us,
2008-05-01T00:15:27.400Z,33.86,48.59,16,4.5,mb,122,48.7,,,us,usp000g57j,2020-09-18T22:12:54.771Z,"15 km WSW of Bor?jerd, Iran",earthquake,,,,32,reviewed,teh,us,
2008-04-15T01:21:53.200Z,37.28,44.94,15,4,mblg,10,128,,,us,usp000g3xw,2014-11-07T01:35:37.194Z,"30 km NNW of Oshnav?yeh, Iran",earthquake,,,,,reviewed,teh,teh,
2008-03-23T12:11:31.800Z,37.31,48.51,6,4.8,mb,172,36.3,,,us,usp000g24h,2014-11-07T01:35:18.378Z,"34 km S of Khalkh?l, Iran",earthquake,,,,58,reviewed,teh,us,
2008-03-22T15:51:57.000Z,33.46,47.57,6,3.8,mblg,44,158.2,,,us,usp000g22a,2014-11-07T01:35:17.806Z,"8 km SSW of K?hdasht, Iran",earthquake,,,,,reviewed,teh,teh,
2008-03-21T07:19:53.000Z,33.46,47.58,14.8,3.9,ml,39,111,,,us,usp000g1ye,2014-11-07T01:35:17.379Z,"8 km SSW of K?hdasht, Iran",earthquake,,,,,reviewed,thr,thr,
2008-03-20T09:32:02.000Z,35.85,45.17,14.4,4.3,mb,50,97.2,,,us,usp000g1uv,2014-11-07T01:35:16.879Z,"39 km NW of As Sulaym?n?yah, Iraq",earthquake,,,,14,reviewed,thr,us,
2008-03-17T20:49:32.600Z,32.876,47.366,2.2,3.5,mblg,23,196,,,us,usp000g1py,2014-11-07T01:35:16.351Z,"13 km SSW of ?bd?n?n, Iran",earthquake,,,,,reviewed,teh,teh,
2008-03-04T03:31:43.700Z,32.57,48.54,16,3.2,ml,9,102.6,,,us,usp000g0nz,2014-11-07T01:35:11.088Z,"24 km NNE of Shahrak-e K?l?r?, Iran",earthquake,,,,,reviewed,thr,thr,
2008-01-30T19:05:38.950Z,32.302,45.751,29.4,3.8,mb,18,162.3,,0.65,us,usp000fxtc,2014-11-07T01:34:47.169Z,"24 km SSW of Al K?t, Iraq",earthquake,,23.3,,1,reviewed,us,us,
2008-01-30T10:57:35.090Z,32.225,45.773,10,4,ml,9,178.2,,1.33,us,usp000fxs6,2014-11-07T01:34:46.999Z,"26 km WNW of Al ?ayy, Iraq",earthquake,,,,,reviewed,us,bhd,
2008-01-25T02:08:33.500Z,36.366,40.956,10,4.4,mb,15,125.7,,0.98,us,usp000fxdd,2014-11-07T01:34:45.782Z,"24 km SE of Al ?asakah, Syria",earthquake,,,,3,reviewed,us,us,
2008-01-09T00:46:08.100Z,33.67,45.97,18,3.5,mblg,25,131.5,,,us,usp000fwa1,2014-11-07T01:34:39.126Z,"39 km ESE of Mandal?, Iraq",earthquake,,,,,reviewed,thr,teh,
2007-12-16T04:26:31.100Z,32.36,47.62,40,4.2,mb,51,152.6,,,us,usp000fuj1,2014-11-07T01:34:25.850Z,"49 km SE of Dehlor?n, Iran",earthquake,,,,10,reviewed,thr,us,
2007-12-14T21:56:04.100Z,37.27,47.7,32.7,4.6,mb,121,40.5,,,us,usp000fufq,2014-11-07T01:34:25.501Z,"61 km ESE of Hashtr?d, Iran",earthquake,,,,36,reviewed,thr,us,
2007-12-01T20:06:33.000Z,34.06,46.81,3,3.3,mblg,28,143.4,,,us,usp000ftpe,2014-11-07T01:34:19.667Z,"36 km SW of Kermanshah, Iran",earthquake,,,,,reviewed,teh,teh,
2007-11-30T23:40:00.900Z,34.11,47.1,14.1,3.7,ml,22,108.6,,,us,usp000ftmc,2014-11-07T01:34:16.382Z,"22 km S of Kermanshah, Iran",earthquake,,,,,reviewed,thr,thr,
2007-11-29T01:10:49.700Z,34.2,47.09,15.9,4.2,mb,36,104.7,,,us,usp000ftgk,2014-11-07T01:34:15.855Z,"12 km S of Kermanshah, Iran",earthquake,,,,9,reviewed,thr,us,
2007-11-09T09:08:57.130Z,37.291,44.839,28.3,4.7,mb,87,31.7,,1.03,us,usp000fs8f,2014-11-07T01:34:08.792Z,"23 km E of ?emdinli, Turkey",earthquake,,10.5,,28,reviewed,us,us,
2007-09-21T10:21:21.880Z,37.343,44.272,35,4.5,mb,40,132.2,,1.34,us,usp000fnu4,2014-11-07T01:33:37.913Z,"25 km S of YÃ¼ksekova, Turkey",earthquake,,,,16,reviewed,us,us,
2007-09-18T20:53:27.960Z,35.544,44.665,10,4.5,mb,91,103.8,,0.99,us,usp000fnmm,2014-11-07T01:33:37.086Z,"15 km W of Jamjam?l, Iraq",earthquake,,,,37,reviewed,us,us,
2007-08-17T22:47:55.000Z,31.6,48.4,3,4.2,mblg,9,218.6,,,us,usp000fk2d,2014-11-07T01:33:18.178Z,"20 km ENE of S?sangerd, Iran",earthquake,,,,,reviewed,teh,teh,
2007-08-14T00:58:28.400Z,31.169,48.071,26.6,3.7,mblg,33,135.1,,,us,usp000fjmq,2014-11-07T01:33:15.754Z,"45 km SSW of S?sangerd, Iran",earthquake,,,,,reviewed,teh,teh,
2007-07-08T13:44:38.410Z,36.421,44.86,32.8,4.4,mb,72,69.9,,1.15,us,usp000ffs8,2014-11-07T01:32:55.617Z,"36 km SE of ?uwandiz, Iraq",earthquake,,15.4,,32,reviewed,us,us,
2007-06-17T23:01:24.410Z,35.4,40.338,10,4,mb,25,155.8,,1.01,us,usp000fe8j,2014-11-07T01:32:43.391Z,"19 km ENE of Deir ez-Zor, Syria",earthquake,,,,6,reviewed,us,us,
2007-03-28T03:58:16.200Z,33.03,46.5,14.1,4.2,mb,39,86,,,us,usp000f7pf,2014-11-07T01:31:57.120Z,"32 km ESE of Mehr?n, Iran",earthquake,,,,13,reviewed,thr,us,
2007-02-10T22:26:19.240Z,33.444,45.849,35,4.4,mb,29,173.7,,0.86,us,usp000f4n2,2014-11-07T01:31:36.385Z,"43 km SE of Mandal?, Iraq",earthquake,,,,8,reviewed,us,us,
2007-01-07T22:18:03.000Z,32.78,47.46,6,3.7,mblg,32,164.9,,,us,usp000f1x8,2014-11-07T01:31:19.706Z,"20 km ENE of Dehlor?n, Iran",earthquake,,,,,reviewed,teh,teh,
2006-12-10T07:14:52.310Z,37.322,38.956,15.9,2.9,md,5,204.3,,,us,usp000ezy4,2014-11-07T01:31:06.785Z,"22 km NE of ?anl?urfa, Turkey",earthquake,,,,,reviewed,isk,isk,
2006-11-19T20:23:45.200Z,32.5,47.1,3,3.8,ml,19,131.9,,,us,usp000ey9t,2014-11-07T01:30:54.339Z,"26 km SW of Dehlor?n, Iran",earthquake,,,,,reviewed,teh,thr,
2006-11-01T21:25:33.340Z,32.232,47.181,10,4.4,mb,48,72.8,,0.85,us,usp000ewer,2014-11-07T01:30:42.541Z,"44 km N of Al â€˜Am?rah, Iraq",earthquake,,,,14,reviewed,us,us,
2006-09-16T08:54:14.750Z,35.226,45.56,15.8,4.5,mb,98,60.9,,1.16,us,usp000et5y,2014-11-07T01:30:13.889Z,Iran-Iraq border region,earthquake,,,,40,reviewed,us,us,
2006-09-14T18:50:37.000Z,35.64,46.08,17.2,4,mb,22,101.7,,,us,usp000et3a,2014-11-07T01:30:13.464Z,"12 km E of Baynjiwayn, Iraq",earthquake,,,,2,reviewed,thr,us,
2006-09-13T16:12:45.300Z,32.71,48.49,14.1,4.3,mb,34,113.8,,,us,usp000et1h,2014-11-07T01:30:13.265Z,"39 km N of Shahrak-e K?l?r?, Iran",earthquake,,,,10,reviewed,thr,us,
2006-09-05T14:08:55.500Z,32.33,46.9,14.1,3.3,ml,9,234.4,,,us,usp000esh3,2014-11-07T01:30:09.941Z,"24 km SE of â€˜Al? al Gharb?, Iraq",earthquake,,,,,reviewed,thr,thr,
2006-08-16T10:38:57.170Z,37.016,38.945,6.5,3,md,4,266.4,,,us,usp000er26,2014-11-07T01:29:58.594Z,"10 km NNW of Minare, Turkey",earthquake,,,,,reviewed,isk,isk,
2006-06-27T10:00:26.600Z,37.101,38.837,13,2.8,md,4,275.7,,,us,usp000emcx,2014-11-07T01:29:29.158Z,"8 km SSE of ?anl?urfa, Turkey",earthquake,,,,,reviewed,isk,isk,
2006-06-06T17:03:08.030Z,35.668,46.022,35,4.8,mwc,269,29.4,,1,us,usp000ejug,2016-11-10T01:23:35.514Z,"8 km NE of Baynjiwayn, Iraq",earthquake,,,,,reviewed,us,hrv,
2006-06-05T12:40:15.800Z,32.61,48.52,14.1,3.7,ml,48,105,,,us,usp000ejru,2014-11-07T01:29:19.621Z,"28 km N of Shahrak-e K?l?r?, Iran",earthquake,,,,,reviewed,thr,thr,
2006-05-18T23:37:23.370Z,34.801,44.539,30,4.4,mb,36,168.3,,1.31,us,usp000ehex,2014-11-07T01:29:08.457Z,"12 km SW of ??z Kh?rm?t?, Iraq",earthquake,,,,12,reviewed,us,us,
2006-04-24T04:10:22.160Z,33.275,46.931,28.5,3.7,mblg,21,201.8,,1.19,us,usp000efd0,2014-11-07T01:28:54.288Z,"44 km WNW of Darreh Shahr, Iran",earthquake,,29.6,,,reviewed,us,teh,
2006-04-06T15:36:36.000Z,33.79,48.55,1,4.6,mb,89,90.1,,,us,usp000edun,2014-11-07T01:28:43.925Z,"22 km WSW of Bor?jerd, Iran",earthquake,,,,24,reviewed,teh,us,
2006-04-05T17:33:45.790Z,33.544,46.087,17.4,4.5,mb,77,78.9,,0.94,us,usp000edru,2014-11-07T01:28:43.568Z,"32 km WSW of ?l?m, Iran",earthquake,,9,,23,reviewed,us,us,
2006-03-25T10:12:57.700Z,35.7,46.44,14.4,4.5,mb,42,68.5,,,us,usp000ecwj,2014-11-07T01:28:35.186Z,"30 km NE of Mar?v?n, Iran",earthquake,,,,8,reviewed,thr,us,
2006-03-10T17:56:41.980Z,36.903,45.179,13.2,3.8,mblg,17,77.7,,1.01,us,usp000ebwr,2014-11-07T01:28:30.560Z,"16 km SSE of Oshnav?yeh, Iran",earthquake,,24.2,,,reviewed,us,teh,
2006-02-08T03:33:14.380Z,35.61,44.001,60,4,md,19,242.9,,1.28,us,usp000e9ra,2014-11-07T01:28:17.349Z,Iraq,earthquake,,0,,,reviewed,us,bhd,
