time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,
2017-11-17T14:02:51.960Z,34.5301,45.5151,10,4.5,mb,,168,0.609,1.49,us,us2000bu2j,2018-02-06T02:45:40.040Z,"32 km WNW of Sarpol-e Z?ah?b, Iran",earthquake,6.2,1.9,0.135,16,reviewed,us,us,
2017-11-16T13:00:33.360Z,34.4586,45.9757,10,4.2,mb,,120,0.689,1.12,us,us2000bu19,2018-02-06T02:45:38.040Z,"10 km E of Sarpol-e Z?ah?b, Iran",earthquake,8.1,2,0.141,14,reviewed,us,us,
2017-11-15T15:20:37.500Z,34.5781,45.6185,12,4.4,mb,,129,0.544,0.72,us,us2000bny8,2018-02-06T02:45:35.040Z,"25 km WNW of Sarpol-e Z?ah?b, Iran",earthquake,5.9,5.5,0.085,40,reviewed,us,us,
2017-11-15T07:11:21.210Z,34.559,45.8132,10,4,mb,,171,0.561,0.54,us,us2000btyr,2018-02-06T02:45:35.040Z,"11 km NNW of Sarpol-e Z?ah?b, Iran",earthquake,8.2,2,0.212,6,reviewed,us,us,
2017-11-14T15:16:05.810Z,34.661,45.5937,16.3,4.4,mb,,95,0.466,0.66,us,us2000bnas,2018-02-06T02:45:34.040Z,"33 km NW of Sarpol-e Z?ah?b, Iran",earthquake,6.5,5.1,0.085,40,reviewed,us,us,
2017-11-14T09:15:42.530Z,33.7657,47.6161,10,4.1,mb,,121,2.066,0.92,us,us2000bthu,2018-02-06T02:45:33.040Z,"25 km N of K?hdasht, Iran",earthquake,10.2,2,0.145,13,reviewed,us,us,
2017-11-14T04:48:54.290Z,33.8042,47.7161,10,4.2,mb,,117,2.105,0.78,us,us2000bn3s,2018-02-06T02:45:33.040Z,"31 km NNE of K?hdasht, Iran",earthquake,6.8,1.9,0.115,21,reviewed,us,us,
2017-11-14T04:28:15.420Z,33.7343,47.5674,10,4.5,mb,,116,2.057,0.76,us,us2000bn3l,2018-02-06T02:45:33.040Z,"22 km N of K?hdasht, Iran",earthquake,6.7,1.9,0.11,24,reviewed,us,us,
2017-11-14T01:45:49.370Z,34.5058,45.7085,10,4.3,mb,,54,0.609,0.98,us,us2000bn2g,2018-02-06T02:45:33.040Z,"15 km WNW of Sarpol-e Z?ah?b, Iran",earthquake,2.9,1.9,0.081,44,reviewed,us,us,
2017-11-14T01:08:46.630Z,34.4473,45.7997,10,4.5,mb,,87,0.671,0.7,us,us2000bn1y,2018-02-06T02:45:33.040Z,"5 km WSW of Sarpol-e Z?ah?b, Iran",earthquake,7.8,1.9,0.068,64,reviewed,us,us,
2017-11-14T00:06:36.750Z,34.5723,45.4086,10,4.2,mb,,116,0.6,0.61,us,us2000bn02,2018-02-06T02:45:32.040Z,"43 km ESE of Kifr?, Iraq",earthquake,6.6,1.9,0.101,27,reviewed,us,us,
2017-11-13T20:56:30.020Z,34.7299,45.5488,17.55,4.3,mb,,115,0.41,0.68,us,us2000bsya,2018-02-06T02:45:32.040Z,"41 km NW of Sarpol-e Z?ah?b, Iran",earthquake,6.8,4.2,0.078,47,reviewed,us,us,
2017-11-13T16:49:13.730Z,33.8109,47.6597,10,4.4,mb,,99,2.559,0.84,us,us2000bsy6,2018-02-06T02:45:32.040Z,"31 km N of K?hdasht, Iran",earthquake,8.8,1.9,0.134,16,reviewed,us,us,
2017-11-13T15:36:48.660Z,34.2831,45.7618,17.89,4.3,mb,,120,1.366,0.63,us,us2000bsy2,2018-02-06T02:45:32.040Z,"21 km SSW of Sarpol-e Z?ah?b, Iran",earthquake,9.5,6.5,0.13,17,reviewed,us,us,
2017-11-13T15:33:04.820Z,33.654,47.7817,10,4.6,mb,,118,2.743,0.86,us,us2000bsyz,2018-02-06T02:45:32.040Z,"20 km NE of K?hdasht, Iran",earthquake,9.7,1.9,0.109,25,reviewed,us,us,
2017-11-13T15:31:40.090Z,33.9918,47.4665,10,4.4,mb,,168,2.318,0.61,us,us2000bsy1,2018-02-06T02:45:32.040Z,"32 km SSW of Hars?n, Iran",earthquake,12.9,2,0.13,17,reviewed,us,us,
2017-11-13T15:11:16.110Z,34.4729,45.8463,10,4.4,mb,,185,1.196,0.53,us,us2000bsz1,2018-02-06T02:45:32.040Z,"1 km NW of Sarpol-e Z?ah?b, Iran",earthquake,9.4,1.6,0.106,26,reviewed,us,us,
2017-11-13T15:00:44.170Z,34.3179,45.5856,10,4.7,mb,,103,0.763,0.68,us,us2000bmmh,2018-02-06T02:45:32.040Z,"30 km WSW of Sarpol-e Z?ah?b, Iran",earthquake,5.1,1.8,0.056,96,reviewed,us,us,
2017-11-13T14:01:48.780Z,34.9133,45.8073,10,4.5,mb,,242,0.768,0.8,us,us2000bsyy,2018-02-06T02:45:31.040Z,"33 km SSW of ?alabja, Iraq",earthquake,6.4,1.9,0.116,22,reviewed,us,us,
2017-11-13T13:12:36.660Z,34.3018,45.7469,10,4.7,mb,,101,0.66,0.58,us,us2000bmlf,2018-02-06T02:45:31.040Z,"20 km SSW of Sarpol-e Z?ah?b, Iran",earthquake,5.2,1.9,0.058,90,reviewed,us,us,
2017-11-13T11:39:42.080Z,34.1847,47.4206,10,4.4,mb,,106,2.157,0.72,us,us2000bsxv,2018-02-06T02:45:31.040Z,"18 km WSW of Hars?n, Iran",earthquake,12.7,1.9,0.138,15,reviewed,us,us,
2017-11-13T11:26:39.550Z,33.8152,47.7041,10,4.2,mb,,164,2.582,0.65,us,us2000bsxu,2018-02-06T02:45:31.040Z,"32 km NNE of K?hdasht, Iran",earthquake,13.3,2,0.199,7,reviewed,us,us,
2017-11-13T10:43:54.250Z,33.97,46.1865,10,4.8,mb,,134,1.759,1.13,us,us2000bmk6,2018-02-06T02:45:31.040Z,"42 km NNW of ?l?m, Iran",earthquake,6.4,1.8,0.06,86,reviewed,us,us,
2017-11-13T09:19:28.800Z,34.3482,45.7568,10,4.9,mb,,94,0.627,0.99,us,us2000bmj9,2018-02-06T02:45:31.040Z,"15 km SW of Sarpol-e Z?ah?b, Iran",earthquake,5.5,1.9,0.058,94,reviewed,us,us,
2017-11-13T08:28:51.420Z,34.5686,45.5746,10.53,4.6,mb,,100,0.682,0.55,us,us2000bmiu,2018-02-06T02:45:31.040Z,"29 km WNW of Sarpol-e Z?ah?b, Iran",earthquake,6.8,4.4,0.078,49,reviewed,us,us,
2017-11-13T05:04:24.420Z,34.5897,45.8316,10,4.3,mb,,75,0.47,1.15,us,us2000bmhw,2018-02-06T02:45:31.040Z,"14 km NNW of Sarpol-e Z?ah?b, Iran",earthquake,5,1.6,0.096,31,reviewed,us,us,
2017-11-13T04:41:42.830Z,35.0671,45.8121,10,4.3,mb,,113,0.629,0.79,us,us2000bsxg,2018-02-06T02:45:31.040Z,"20 km SW of ?alabja, Iraq",earthquake,6.9,1.9,0.09,35,reviewed,us,us,
2017-11-13T04:36:12.620Z,34.4089,45.7853,9.83,4.5,mb,,118,0.575,0.72,us,us2000bmhr,2018-02-06T02:45:31.040Z,"9 km SW of Sarpol-e Z?ah?b, Iran",earthquake,4.7,5.2,0.066,68,reviewed,us,us,
2017-11-13T04:27:55.600Z,34.4217,45.7806,10,4.9,mb,,66,0.572,0.68,us,us2000bmhq,2018-02-06T02:45:31.040Z,"8 km WSW of Sarpol-e Z?ah?b, Iran",earthquake,5.7,1.9,0.049,133,reviewed,us,us,
2017-11-13T03:14:36.290Z,34.8864,45.8365,10,4.3,mb,,118,0.801,1.03,us,us2000bsxn,2018-02-06T02:45:30.040Z,"35 km SSW of ?alabja, Iraq",earthquake,6.7,1.3,0.142,14,reviewed,us,us,
2017-11-13T00:20:51.680Z,34.5466,45.8824,10,4.7,mb,,53,4.059,0.67,us,us2000bmgc,2018-02-06T02:45:30.040Z,"9 km N of Sarpol-e Z?ah?b, Iran",earthquake,7.8,1.9,0.045,148,reviewed,us,us,
2017-11-12T23:37:19.500Z,34.1325,45.7249,10,4,mb,,180,4.292,1.29,us,us2000bmg1,2018-02-06T02:45:30.040Z,"38 km SSW of Sarpol-e Z?ah?b, Iran",earthquake,13.2,2,0.129,16,reviewed,us,us,
2017-11-12T22:30:59.580Z,34.5305,45.7708,10,4.6,mb,,111,4.009,0.53,us,us2000bmfh,2018-02-06T02:45:30.040Z,"11 km NW of Sarpol-e Z?ah?b, Iran",earthquake,8.8,1.9,0.088,38,reviewed,us,us,
2017-11-12T21:33:21.480Z,34.4891,45.8099,10,4.5,mb,,68,4.062,0.86,us,us2000bmeu,2018-02-06T02:45:30.040Z,"5 km WNW of Sarpol-e Z?ah?b, Iran",earthquake,8,1.9,0.083,42,reviewed,us,us,
2017-11-12T21:16:17.960Z,34.2152,45.6173,10,4,mb,,121,4.172,0.92,us,us2000bsd7,2018-02-06T02:45:30.040Z,"35 km SW of Sarpol-e Z?ah?b, Iran",earthquake,12,2,0.126,17,reviewed,us,us,
2017-11-12T19:54:07.610Z,34.7577,45.5352,7.6,4.4,mb,,135,0.703,0.93,us,us2000bme5,2018-02-06T02:45:30.040Z,"44 km NW of Sarpol-e Z?ah?b, Iran",earthquake,5.8,5.3,0.092,34,reviewed,us,us,
2017-11-12T18:29:52.130Z,34.9224,45.5873,10,5.3,mb,,65,0.694,0.94,us,us2000bme6,2018-02-06T02:45:30.040Z,"46 km SW of ?alabja, Iraq",earthquake,5.2,1.9,0.15,15,reviewed,us,us,
2017-11-12T18:18:17.180Z,34.9109,45.9592,19,7.3,mww,,33,0.284,1.29,us,us2000bmcg,2021-12-28T11:28:43.463Z,"29 km S of ?alabja, Iraq",earthquake,4.9,1.7,0.044,50,reviewed,us,us,
2017-11-12T17:35:31.450Z,34.3719,45.6871,10,4.6,mb,,93,0.663,1.06,us,us2000bmbn,2018-02-06T02:45:30.040Z,"18 km WSW of Sarpol-e Z?ah?b, Iran",earthquake,5.9,1.7,0.068,64,reviewed,us,us,
2017-09-21T04:59:47.850Z,34.302,47.7592,10,4.2,mb,,111,2.301,0.67,us,us2000ascg,2017-12-19T01:54:09.040Z,"16 km ENE of Hars?n, Iran",earthquake,8.9,1.9,0.132,16,reviewed,us,us,
2017-08-23T13:42:53.880Z,36.1833,44.9358,8,5.1,mww,,43,0.7,0.8,us,us2000aay1,2017-11-22T03:43:29.040Z,"29 km ENE of Koysinceq, Iraq",earthquake,5.8,1.8,0.083,14,reviewed,us,us,
2017-08-18T10:18:44.220Z,31.7684,46.0454,10,4.7,mb,,77,3.882,0.59,us,us2000a9bq,2020-07-10T16:50:21.791Z,Iraq,earthquake,6.1,1.6,0.052,111,reviewed,us,us,
2017-07-28T01:04:19.210Z,33.9423,48.3811,10,4.7,mb,,59,2.929,0.69,us,us2000a212,2020-07-10T16:47:33.162Z,"12 km SW of pamas, Iran",earthquake,6.3,1.7,0.05,123,reviewed,us,us,
2017-07-10T21:04:32.210Z,32.2935,48.1091,10,4.5,mb,,62,3.986,0.86,us,us100098n0,2017-10-06T23:56:12.040Z,"16 km NW of Sh?sh, Iran",earthquake,6,1.6,0.077,50,reviewed,us,us,
2017-06-02T16:09:54.890Z,31.6622,46.1614,10,4.4,mb,,72,6.583,1.14,us,us20009ja7,2017-08-15T02:26:51.040Z,"28 km N of Ash Sha?rah, Iraq",earthquake,4.3,1.9,0.082,43,reviewed,us,us,
2017-05-05T17:37:02.450Z,33.1127,47.4361,10,4.3,mb,,65,5.987,0.68,us,us10008puz,2017-07-29T03:16:23.040Z,"6 km SE of Darreh Shahr, Iran",earthquake,6.4,1.9,0.067,63,reviewed,us,us,
2017-04-02T04:39:18.490Z,29.978,48.081,10,4,mb,,103,6.829,0.97,us,us10008fhm,2021-10-25T04:30:46.227Z,"16 km ESE of Umm Qa?r, Iraq",earthquake,10.1,1.9,0.138,14,reviewed,us,us,
2017-03-24T13:39:53.880Z,33.862,46.9428,10,4.6,mb,,79,5.441,1.07,us,us20008uax,2017-12-12T00:57:08.605Z,"51 km SSW of Kermanshah, Iran",earthquake,6,1.9,0.089,38,reviewed,us,us,
2017-03-20T23:44:57.010Z,32.3389,47.8851,10,4,mb,,114,7.822,0.85,us,us20008tfp,2017-06-12T19:46:52.040Z,"37 km WNW of Sh?sh, Iran",earthquake,10.6,2,0.086,37,reviewed,us,us,
2017-03-11T10:33:41.850Z,34.806,46.7822,10,4.1,mb,,76,4.607,1,us,us20008ss2,2017-05-31T01:59:01.040Z,"14 km W of K?my?r?n, Iran",earthquake,6.7,1.8,0.185,8,reviewed,us,us,
2017-01-13T23:00:03.190Z,32.7071,47.5043,10,4.1,mb,,66,7.18,0.65,us,us10007t76,2017-04-01T00:26:12.040Z,"22 km E of Dehlor?n, Iran",earthquake,9,2,0.105,25,reviewed,us,us,
2016-11-17T03:43:20.000Z,32.708,47.753,10,4.3,mb,,,,0.78,us,us1000797y,2017-02-09T03:02:32.040Z,"44 km SE of ?bd?n?n, Iran",earthquake,9.2,5.7,0.102,27,reviewed,teh,us,
2016-11-15T01:21:14.300Z,33.598,46.159,14.6,4.2,mb,,,,0.96,us,us1000780n,2017-02-09T03:02:28.040Z,"24 km W of ?l?m, Iran",earthquake,8.6,4.7,0.118,20,reviewed,teh,us,
2016-11-01T03:28:07.400Z,32.957,47.414,8,4,mb,,,,0.99,us,us100073c9,2017-01-24T02:02:13.040Z,"3 km S of ?bd?n?n, Iran",earthquake,12.3,8.2,0.134,15,reviewed,teh,us,
2016-10-31T12:26:19.420Z,32.372,47.764,10,4.2,mb,,141,3.768,1.31,us,us1000738n,2017-01-24T02:02:12.040Z,"49 km WNW of Sh?sh, Iran",earthquake,8.5,2,0.125,18,reviewed,us,us,
2016-08-10T04:55:06.300Z,35.351,46.3,10,4.3,mb,,,,1.41,us,us10006cig,2016-10-26T03:10:24.040Z,"21 km SSE of Mar?v?n, Iran",earthquake,6.1,5.7,0.129,17,reviewed,teh,us,
2016-07-28T16:13:33.950Z,35.2548,39.0853,27.18,4.4,mb,,65,3.783,0.85,us,us1000682z,2016-09-24T22:47:22.040Z,"77 km S of Ar Raqqah, Syria",earthquake,6.9,6,0.061,77,reviewed,us,us,
2016-07-15T17:20:13.050Z,32.6165,46.7198,10,4,mb,,68,1.309,1.15,us,us20006f0m,2016-09-17T01:27:46.040Z,"17 km N of â€˜Al? al Gharb?, Iraq",earthquake,4.9,1.9,0.138,14,reviewed,us,us,
2016-06-22T23:14:25.550Z,33.1697,47.4073,10,4.4,mb,,52,0.51,0.87,us,us20006643,2016-08-27T02:15:35.040Z,"3 km NE of Darreh Shahr, Iran",earthquake,4.7,1.9,0.074,53,reviewed,us,us,
2016-06-22T21:05:43.300Z,34.819,45.299,12,4.1,mb,,,,1.38,us,us2000663h,2016-08-27T02:15:35.040Z,"34 km ENE of Kifr?, Iraq",earthquake,7.3,6.5,0.12,19,reviewed,teh,us,
2016-04-12T14:10:12.750Z,33.1032,47.3114,10,4.2,mb,,98,2.946,0.84,us,us20005hec,2016-06-21T01:14:09.040Z,"7 km SW of Darreh Shahr, Iran",earthquake,7,1.9,0.106,25,reviewed,us,us,
2016-03-29T03:47:04.050Z,34.0091,48.3445,12.22,4.3,mb,,65,0.261,0.87,us,us20005ehy,2016-06-10T23:32:55.040Z,"11 km WSW of pamas, Iran",earthquake,2.8,4,0.187,8,reviewed,us,us,
2016-03-24T19:51:37.520Z,37.1359,47.3569,13.03,3.8,mb,,191,3.604,1.11,us,us20005cbd,2016-06-09T21:41:58.040Z,"46 km SE of Hashtr?d, Iran",earthquake,11.3,7.1,0.154,11,reviewed,us,us,
2016-03-19T05:05:46.340Z,34.5391,46.9167,10,4.4,mb,,67,4.883,0.94,us,us20005ayp,2016-06-09T21:41:50.040Z,"21 km NW of Kahr?z, Iran",earthquake,8,1.9,0.089,37,reviewed,us,us,
2016-03-06T23:13:40.850Z,37.1234,48.2443,10,3.9,mb,,145,2.689,0.92,us,us10004vs6,2016-05-16T18:01:46.040Z,"54 km NNW of Zanj?n, Iran",earthquake,8.7,2,0.154,11,reviewed,us,us,
2016-02-19T17:08:52.860Z,32.0788,45.8397,13.98,4.1,mb,,91,2.326,0.99,us,us10004s20,2016-05-03T23:44:11.040Z,"21 km WSW of Al ?ayy, Iraq",earthquake,9.2,5.3,0.145,14,reviewed,us,us,
2016-02-17T05:13:03.740Z,32.3772,47.8655,10,4.2,mb,,78,6.78,0.9,us,us200050sv,2016-04-26T23:28:25.040Z,"40 km WNW of Sh?sh, Iran",earthquake,7.8,1.7,0.102,27,reviewed,us,us,
2016-02-14T18:36:59.700Z,32.3956,47.8992,10,4.4,mb,,62,6.784,0.82,us,us20005064,2016-04-26T23:28:21.040Z,"39 km NW of Sh?sh, Iran",earthquake,9.2,1.9,0.107,25,reviewed,us,us,
2016-01-23T04:20:22.270Z,33.7121,46.8896,10,4.3,mb,,53,0.575,0.9,us,us10004gkp,2016-04-08T23:06:09.040Z,"44 km E of ?l?m, Iran",earthquake,4.6,1.9,0.092,33,reviewed,us,us,
2015-11-22T00:18:39.100Z,32.7266,47.6605,10,4.2,mb,,58,0.81,0.91,us,us1000407y,2016-02-18T04:48:48.040Z,"36 km E of Dehlor?n, Iran",earthquake,5.8,1.9,0.096,30,reviewed,us,us,
2015-11-21T19:01:56.900Z,32.8,47.782,8,4.7,mb,,,,0.94,us,us10004050,2016-02-18T04:48:47.040Z,"40 km ESE of ?bd?n?n, Iran",earthquake,5.6,4.3,0.059,88,reviewed,teh,us,
2015-09-25T09:28:02.360Z,32.7512,46.5066,10,4.1,mb,,125,1.574,0.92,us,us20003nzs,2015-12-28T23:08:39.040Z,"36 km NNW of â€˜Al? al Gharb?, Iraq",earthquake,7,1.9,0.102,26,reviewed,us,us,
2015-09-25T06:10:24.430Z,32.8324,46.5999,10,4.9,mb,,52,5.77,0.67,us,us20003nxf,2016-11-10T21:53:39.531Z,"41 km NNW of â€˜Al? al Gharb?, Iraq",earthquake,7.5,1.8,0.072,61,reviewed,us,us,
2015-08-25T17:44:11.120Z,32.7051,47.879,6.14,4.2,mb,,135,0.817,1.41,us,us20003hc1,2015-11-24T02:09:35.040Z,"53 km SE of ?bd?n?n, Iran",earthquake,5.9,7.1,0.141,14,reviewed,us,us,
2015-08-18T11:26:20.760Z,29.666,47.6767,15.07,4.4,mb,,195,1.856,1.02,us,us10003347,2015-11-17T00:13:35.040Z,"36 km N of Al Jahr?â€™, Kuwait",earthquake,9.8,5.6,0.134,16,reviewed,us,us,
2015-07-11T18:27:39.800Z,35.753,44.754,6,4.4,mb,,,,1.33,us,us20002wtt,2015-10-09T20:19:13.040Z,"25 km NNW of Jamjam?l, Iraq",earthquake,4.7,4.6,0.058,87,reviewed,teh,us,
2015-05-21T18:04:09.080Z,33.224,48.2293,10,4.4,mb,,57,6.369,0.89,us,us10002b7j,2015-07-29T01:35:31.040Z,"31 km SSW of Khorramabad, Iran",earthquake,5.6,1.9,0.086,39,reviewed,us,us,
2015-03-30T21:23:47.120Z,32.4446,47.9581,11.96,4.3,mb,,62,0.789,1.17,us,us10001s6m,2015-06-12T01:53:31.040Z,"38 km NW of Sh?sh, Iran",earthquake,4.9,2,0.099,29,reviewed,us,us,
2015-02-15T08:04:39.040Z,32.7323,46.9529,10,4.8,mb,,54,6.408,0.78,us,usb000tphb,2015-05-11T23:20:16.040Z,"29 km W of Dehlor?n, Iran",earthquake,5.7,1.8,0.065,75,reviewed,us,us,
2015-01-14T09:48:03.700Z,32.837,46.928,14.9,4.5,mb,,,,0.74,us,usc000tfkx,2015-04-10T18:56:33.040Z,"35 km WNW of Dehlor?n, Iran",earthquake,7.3,4.4,0.09,37,reviewed,teh,us,
2015-01-05T02:37:48.440Z,32.8872,47.169,10,4.1,mb,,66,0.852,1.3,us,usc000tbqc,2015-03-27T07:01:51.040Z,"23 km NNW of Dehlor?n, Iran",earthquake,4.6,1.9,0.127,17,reviewed,us,us,
2014-12-19T01:48:10.100Z,32.601,47.828,9.3,4.1,mb,,,,1.33,us,usc000t84f,2015-03-06T02:59:02.040Z,"53 km ESE of Dehlor?n, Iran",earthquake,6.2,4.2,0.127,26,reviewed,teh,us,
2014-11-29T17:31:19.850Z,32.331,47.8569,11.98,4.6,mb,,55,2.345,1.22,us,usc000t61h,2015-02-24T00:35:12.040Z,"39 km WNW of Sh?sh, Iran",earthquake,4.2,4.4,0.068,68,reviewed,us,us,
2014-11-14T01:12:49.030Z,32.5714,47.8071,10,4.1,mb,,63,1.39,1,us,usc000sx6r,2015-02-12T01:42:40.040Z,"52 km ESE of Dehlor?n, Iran",earthquake,4.5,1.9,0.15,17,reviewed,us,us,
2014-11-11T21:06:42.800Z,32.569,47.876,7.6,4,mb,,,,0.74,us,usb000sytf,2015-01-31T02:50:18.040Z,"54 km NW of Sh?sh, Iran",earthquake,5.4,4.1,0.122,19,reviewed,teh,us,
2014-11-07T01:41:45.600Z,33.135,46.214,7.7,4.1,mb,,,,0.64,us,usc000syxm,2015-01-31T02:50:06.040Z,"4 km ENE of Mehr?n, Iran",earthquake,4.9,6.2,0.234,8,reviewed,teh,us,
2014-11-06T20:38:50.000Z,32.534,47.813,10,4,mb,,,,1.35,us,usc000syh6,2015-01-31T02:50:05.040Z,"54 km ESE of Dehlor?n, Iran",earthquake,10.1,6.4,0.163,10,reviewed,teh,us,
2014-11-03T11:33:23.700Z,32.573,47.787,12,4.2,mb,,,,0.74,us,usc000stn2,2015-01-20T09:03:14.040Z,"50 km ESE of Dehlor?n, Iran",earthquake,6.6,5.5,0.136,16,reviewed,teh,us,
2014-10-26T03:54:09.700Z,32.556,48.02,14.7,4.2,mb,,,,1.41,us,usc000svdl,2015-01-17T01:25:39.040Z,"45 km NNW of Sh?sh, Iran",earthquake,4.7,5.8,0.159,18,reviewed,teh,us,
2014-10-19T17:20:57.000Z,32.53,47.98,12,4.1,mb,,,,1.36,us,usb000sp0u,2015-01-15T20:03:33.040Z,"44 km NNW of Sh?sh, Iran",earthquake,9.2,6,0.158,12,reviewed,teh,us,
2014-10-19T16:23:52.440Z,32.3501,47.9005,10,4,mb,,94,7.143,0.95,us,usb000ss2b,2015-01-15T20:03:33.040Z,"36 km WNW of Sh?sh, Iran",earthquake,7.8,1.9,0.138,20,reviewed,us,us,
2014-10-17T05:40:22.600Z,32.58,47.84,12.4,4.1,mb,,,,0.92,us,usb000snai,2015-01-15T20:03:28.040Z,"55 km ESE of Dehlor?n, Iran",earthquake,5.7,6.4,0.15,12,reviewed,teh,us,
2014-10-16T17:59:28.400Z,32.551,47.859,8.1,4.1,mb,,,,1.54,us,usb000srnd,2015-01-15T20:03:27.040Z,"53 km NW of Sh?sh, Iran",earthquake,10.4,5.4,0.114,24,reviewed,teh,us,
2014-10-16T10:05:13.020Z,32.619,47.53,10,4.2,mb,,,,1.11,us,usb000sms4,2015-01-15T20:03:27.040Z,"25 km ESE of Dehlor?n, Iran",earthquake,8.9,5.2,0.128,18,reviewed,teh,us,
2014-10-16T00:27:16.300Z,32.77,47.794,17.6,4.6,mb,,,,0.73,us,usb000smnf,2015-01-15T20:03:26.040Z,"42 km SE of ?bd?n?n, Iran",earthquake,4.4,3.9,0.062,82,reviewed,teh,us,
2014-10-15T23:50:43.700Z,32.509,47.952,8.7,4.4,mb,,,,1.32,us,usb000smn7,2015-01-15T20:03:26.040Z,"44 km NW of Sh?sh, Iran",earthquake,5.4,4.9,0.079,49,reviewed,teh,us,
2014-10-15T22:31:42.200Z,32.501,47.918,12,4.6,mb,,,,0.81,us,usb000smm9,2015-01-15T20:03:26.040Z,Iran-Iraq border region,earthquake,5.1,4.2,0.066,72,reviewed,teh,us,
2014-10-15T19:02:10.700Z,32.953,48.075,10.8,3.9,mb,,,,1.65,us,usb000smje,2015-01-15T20:03:26.040Z,"59 km S of Vas??n, Iran",earthquake,9.7,5.2,0.129,17,reviewed,teh,us,
2014-10-15T16:24:39.100Z,32.6054,48.0132,10,3.9,mb,,204,6.981,1.48,us,usb000srfy,2015-01-15T20:03:26.040Z,"50 km NNW of Sh?sh, Iran",earthquake,6.1,2,0.137,14,reviewed,us,us,
2014-10-15T14:29:52.700Z,32.3392,47.97,10,4,mb,,65,7.183,1.01,us,usb000srfh,2015-01-15T20:03:25.040Z,"30 km WNW of Sh?sh, Iran",earthquake,9.7,2,0.173,11,reviewed,us,us,
2014-10-15T14:12:05.300Z,32.5,47.92,17,4.1,mb,,,,0.47,us,usb000srf9,2015-01-15T20:03:25.040Z,"45 km NW of Sh?sh, Iran",earthquake,28.9,10,0.301,4,reviewed,thr,us,
2014-10-15T13:53:10.140Z,32.302,47.6074,10,4.4,mb,,139,7.054,1.14,us,usb000srf8,2015-01-15T20:03:25.040Z,"53 km SE of Dehlor?n, Iran",earthquake,12.8,1.9,0.309,4,reviewed,us,us,
2014-10-15T13:45:21.410Z,32.279,47.8931,10,4.7,mb,,55,7.199,0.87,us,usb000smfh,2015-01-15T20:03:25.040Z,"34 km WNW of Sh?sh, Iran",earthquake,7.9,1.8,0.073,61,reviewed,us,us,
2014-10-15T13:35:52.840Z,32.5273,47.8065,10,5.7,mww,,44,6.951,0.65,us,usb000smff,2017-10-11T20:58:35.976Z,"53 km ESE of Dehlor?n, Iran",earthquake,6.9,1.7,,,reviewed,us,us,
2014-10-15T08:24:59.800Z,32.76,47.58,10,3.8,mb,,,,1.46,us,usb000srfx,2015-01-15T20:03:25.040Z,"29 km SSE of ?bd?n?n, Iran",earthquake,14.8,6.8,0.193,8,reviewed,teh,us,
2014-10-05T18:31:09.000Z,32.64,47.83,8,4.3,mb,,,,1.33,us,usb000smv3,2014-12-23T01:42:03.040Z,"53 km E of Dehlor?n, Iran",earthquake,7.9,6.3,0.169,11,reviewed,teh,us,
2014-09-28T00:00:41.440Z,32.7295,47.5684,10,4.6,mb,,55,6.673,0.78,us,usb000sgsg,2014-12-20T00:54:01.040Z,"28 km E of Dehlor?n, Iran",earthquake,6.8,1.8,0.065,73,reviewed,us,us,
2014-09-10T14:46:29.690Z,32.646,47.9337,10,4.3,mb,,152,6.91,1.12,us,usb000sea9,2014-12-08T23:30:55.040Z,"57 km NNW of Sh?sh, Iran",earthquake,9.4,2,0.237,6,reviewed,us,us,
2014-09-01T04:05:23.300Z,32.595,47.715,16.8,4.1,mb,,,,1.05,us,usc000s8me,2014-11-29T00:09:23.000Z,"43 km ESE of Dehlor?n, Iran",earthquake,5.3,6.1,0.126,17,reviewed,teh,us,
2014-09-01T00:14:20.180Z,32.4666,47.6522,10,4.1,mb,,123,6.933,0.72,us,usb000sbnx,2014-11-29T00:09:23.000Z,"44 km SE of Dehlor?n, Iran",earthquake,8.4,1.9,0.145,15,reviewed,us,us,
2014-08-31T15:07:18.470Z,33.5743,45.7674,9.37,4.5,mb,,50,5.213,0.94,us,usc000s8hn,2014-11-29T00:09:23.000Z,"27 km SE of Mandal?, Iraq",earthquake,7.6,4.7,0.08,57,reviewed,us,us,
2014-08-31T14:44:34.110Z,33.6233,45.8027,10,5,mb,,69,5.18,0.7,us,usc000s8hi,2014-11-29T00:09:23.000Z,"26 km ESE of Mandal?, Iraq",earthquake,7.5,1.8,0.048,151,reviewed,us,us,
2014-08-28T07:41:11.850Z,32.7381,47.5093,10,4.2,mb,,111,1.443,0.76,us,usc000s7km,2014-11-29T00:09:17.000Z,"23 km ENE of Dehlor?n, Iran",earthquake,5.8,1.8,0.115,25,reviewed,us,us,
2014-08-27T19:59:14.000Z,32.774,47.649,9.5,4.2,mb,,,,0.78,us,usc000s7g7,2014-11-29T00:09:17.000Z,"32 km SE of ?bd?n?n, Iran",earthquake,3.1,4.7,0.1,28,reviewed,teh,us,
2014-08-26T04:11:26.200Z,32.775,47.802,9.5,4.8,mb,,,,0.83,us,usb000s66r,2014-11-22T02:06:37.000Z,"43 km SE of ?bd?n?n, Iran",earthquake,5.3,3.7,0.056,98,reviewed,teh,us,
